Rarity,Name,Description
Rare,"Snowshred","Requires  Shred (Rank 1)  Teaches you: Snowshred    Snowshred 60 Energy Shred the target, causing 145% weapon damage plus 15 as Froststrike damage to the target. Must be behind the target. Awards 1 combo point. Effects which increase bleed damage also increase Snowshred damage.    This uses Shred modifiers."
Rare,"Solar Strike","Requires  Eviscerate (Rank 1)  Teaches you: Solar Strike    Solar Strike 35 Energy Finishing move that has a 20% chance per combo point to apply Solar Burn and deals Spellstorm damage per combo point:     1 point  : 6-8 damage     2 points: 10-12 damage     3 points: 13-15 damage     4 points: 17-19 damage     5 points: 21-23 damage    This uses Eviscerate modifiers.    Solar Burn Burns the enemy for 1 Spellstorm damage every 3 seconds for 9 sec."
Rare,"Soul Reaper","Teaches you: Soul Reaper    Soul Reaper 30 yd range 30 sec cooldown Afflicts the target for 18 sec, dealing 25 Shadowfrost damage every 3 sec.     While the target is below 35% health, ticks deal tripple damage.     If the target is below 35% health when Soul Reaper expires, it bursts and increases your 15% melee, ranged, and spell casting speed for 5 sec."
Rare,"Spellbound Cleave","Requires  Cleave (Rank 1)  Teaches you: Spellbound Cleave    Spellbound Cleave 20 Rage A sweeping attack that does your weapon damage plus 9 as Spellstrike damage to the target and his nearest ally.    This uses Cleave modifiers."
Rare,"Spellfang Bite","Requires  Ferocious Bite (Rank 1)  Teaches you: Spellfang Bite    Spellfang Bite 35 Energy Finishing move that deals Arcane damage per combo point and converts each extra point of energy (up to a maximum of 30 extra energy) into 0.7 additional damage:      1 point  : 13-16 damage      2 points: 21-24 damage      3 points: 30-33 damage      4 points: 38-41 damage      5 points: 47-50 damage    This uses Ferocious Bite modifiers."
Rare,"Spellwave","Requires  Shockwave  Teaches you: Spellwave    Spellwave 20 sec cooldown 15 Rage Sends a wave of force in front of the caster, causing 4 Spellstrike damage (based on attack power) and stunning all enemy targets in a frontal cone for 4 sec.  This uses Shockwave modifiers."
Rare,"Spirit of the Forest","Teaches you: Spirit of the Forest    Spirit of the Forest 1 min cooldown Imbues you with the Spirit of the Forest for 20 sec. Wild Growth heals twice as many targets, Lifebloom now applies with 3 stacks and Rejuvenation now instantly heals your ally for 3."
Rare,"Staggering Shout","Teaches you: Staggering Shout    Staggering Shout 20 sec cooldown 10 Rage Causes all enemies within 10 yards to become rooted for 3 sec. Damage caused may interrupt the effect."
Rare,"Stampede","Teaches you: Stampede    Stampede 2 min cooldown 5 Mana Summon a herd of stampeding animals from the wilds around you that deal Physical damage to your enemies over 6 sec. The animals run up to 30 yards in front of you.    Enemies struck by the stampede take increased damage from your pet by 5% for 15 sec. Stacks up to 4 times. Enemies struck also have their movement speed reduced by 50% for 3 sec.    Damage is increased by 50% if Bestial Wrath is active on your pet.    The cooldown of Stampede is reduced by the Longevity talent."
Rare,"Starburst","Requires  Arcane Explosion (Rank 1)  This uses Arcane Explosion modifiers.  Teaches you: Starburst    Starburst 30 yd range 54 Mana 0.5 sec cast Channel rapid Arcane Explosions in the area, dealing 24 Arcane damage every 0.5 sec. Damage increases by 100% each tick.    Casting damaging spells increases the channel duration by 0.5 sec, up to 1.5 sec.    Scales with Arcane Explosion Modifiers."
Rare,"Stone Shard","Teaches you: Stone Shard    Stone Shard 30 yd range 6 sec cooldown 12 Mana Instantly shocks the target with concussive force, dealing 24 Physical damage.     This uses Earth Shock modifiers."
Rare,"Storm Breaker","Requires  Devastate (Rank 1)  Teaches you: Storm Breaker    Storm Breaker 15 Rage Sunder the target's armor causing the Sunder Armor effect. In addition, causes 78% weapon damage (62% if a two-handed weapon is equipped) plus 3 as Stormstrike damage for each application of Sunder Armor on the target. The Sunder Armor effect can stack up to 5 times.    Sunder Armor Sunders the target's armor, reducing it by 4%. Stacks up to 5 times and lasts for 30 sec. Does not stack with other similar effects.    This uses Devastate modifiers."
Rare,"Storm Counter","Requires  Counterattack (Rank 1)  Teaches you: Storm Counter    Storm Counter 5 sec cooldown 2 Mana A strike that becomes active after parrying an opponent's attack. This attack deals 32 Stormstrike damage and immobilizes the target for 5 sec.  This uses Counterattack modifiers. Storm Counter cannot be blocked, dodged, or parried."
Rare,"Storm Mangle","Requires  Mangle (Rank 1)  Teaches you: Storm Mangle    Storm Mangle Mangle the target, inflicting Stormstrike damage and causing the target to take 30% additional damage from bleeds for 1 min.   Does not stack with other similar effects.  This ability can be used in Cat Form or Dire Bear Form. This uses Mangle modifiers."
Rare,"Storm Maul","Requires  Maul (Rank 1)  Teaches you: Storm Maul    Storm Maul 15 Rage A strong attack that increases melee damage by 18 as Stormstrike damage and causes a high amount of threat. Effects which increase bleed effects also increase Maul damage.    This uses Maul modifiers."
Rare,"Storm Multi-Shot","Requires  Multi-Shot (Rank 1)  Teaches you: Storm Multi-Shot    Storm Multi-Shot 35 yd range 10 sec cooldown 7 Mana Fires several missiles, hitting 3 targets for 65% weapon damage as Stormstrike.  This uses Multi-Shot modifiers."
Rare,"Storm Rake","Requires  Rake (Rank 1)  Teaches you: Storm Rake    Storm Rake 40 Energy Rake the target for 7 Stormstrike damage and an additional 65 Stormstrike damage over 9 sec. Awards 1 combo point.    This uses Rake modifiers."
Rare,"Storm Revenge","Requires  Revenge (Rank 1)  Teaches you: Storm Revenge    Storm Revenge 5 sec cooldown 5 Rage Instantly counterattack an enemy for 58 to 70 Stormstrike damage. Storming Vengeance is only usable after the warrior blocks, dodges or parries an attack.  This uses Revenge modifiers."
Rare,"Storm Sever","Requires  Mortal Strike (Rank 1)  Teaches you: Storm Sever    Storm Sever 6 sec cooldown 30 Rage A vicious strike that deals 65% weapon damage as Stormstrike plus 36 and wounds the target, reducing the effectiveness of any healing by 50% for 10 sec.  This uses Mortal Strike modifiers. Does not stack with other similar effects."
Rare,"Storm Siphon","Requires  Death Strike (Rank 1)  Teaches you: Storm Siphon    Storm Siphon A deadly attack that deals 50% weapon damage as Stormstrike plus 11 and heals you for 5% of your maximum health for each of your diseases on the target.  This uses Death Strike modifiers."
Rare,"Storm Slam","Requires  Slam (Rank 1)  Teaches you: Storm Slam    Storm Slam 15 Rage 1.5 sec cast Slams the opponent, causing 65% weapon damage plus 6 Stormstrike damage.    This uses Slam modifiers."
Rare,"Storm Smash","Requires  Thunder Clap (Rank 1)  Teaches you: Storm Smash    Storm Smash 6 yd range 6 sec cooldown 20 Rage Smash the ground dealing 17 Physical damage to nearby enemies and increasing the time between attacks by 10% for 10 sec. This ability causes additional threat."
Rare,"Storm Spree","Requires  Killing Spree  Teaches you: Storm Spree    Storm Spree 10 yd range 2 min cooldown Step through the shadows from enemy to enemy within 10 yards, attacking an enemy for 85% weapon damage as Stormstrike every 0.5 sec with both weapons until 5 assaults are made. Can hit the same target multiple times. Cannot hit invisible or stealthed targets.  This uses Killing Spree modifiers."
Rare,"Storm Swipe (Bear)","Requires  Swipe (Bear) (Rank 1)  This uses Swipe (Bear) modifiers.  Teaches you: Storm Swipe (Bear)    Storm Swipe (Bear) 8 yd range 20 Rage Swipe nearby enemies, inflicting 12 Stormstrike damage plus 1 Stormstrike damage.  This uses Swipe modifiers."
Rare,"Storm Swipe (Cat)","Requires  Swipe  Teaches you: Storm Swipe (Cat)    Storm Swipe (Cat) 50 Energy Swipe nearby enemies, inflicting 90% weapon damage as Stormstrike.  This uses Swipe modifiers."
Rare,"Storm Talon","Requires  Raptor Strike (Rank 1)  Teaches you: Storm Talon    Storm Talon 6 sec cooldown 3 Mana A strong attack that increases melee damage by 5 as Stormstrike damage.    This uses Raptor Strike modifiers."
Rare,"Stormbound Cleave","Requires  Cleave (Rank 1)  Teaches you: Stormbound Cleave    Stormbound Cleave 20 Rage A sweeping attack that does your weapon damage plus 9 as Stormstrike damage to the target and his nearest ally.    This uses Cleave modifiers."
Rare,"Stormbound Shot","Requires  Aimed Shot (Rank 1)  Teaches you: Stormbound Shot    Stormbound Shot 35 yd range 10 sec cooldown 6 Mana An aimed shot that deals 100% weapon damage plus 12 as Stormstrike damage and reduces healing done to that target by 50%. Lasts 10 sec.   Does not stack with other similar effects.  This uses Aimed Shot modifiers."
Rare,"Stormchaser","Requires  Overpower  Teaches you: Stormchaser    Stormchaser 5 sec cooldown 5 Rage Instantly strike the enemy, causing 65% weapon damage as Stormstrike damage. Only usable after the target dodges. Stormchaser cannot be blocked, dodged, or parried.    This uses Overpower modifiers."
Rare,"Stormhammer","Requires  Concussion Blow  Teaches you: Stormhammer    Stormhammer 30 yd range 30 sec cooldown 15 Rage Throw a Lightning infused hammer at the target, dealing 163 Nature damage. Causes a high amount of threat.    This uses Concussion Blow modifiers."
Rare,"Storming Execution","Requires  Execute (Rank 1)  Teaches you: Storming Execution    Storming Execution 15 Rage Attempt to finish off a wounded foe, causing 65% of 65 Stormstrike damage and converting each extra point of rage into 65% of 2 additional Stormstrike damage (up to a maximum cost of 30 rage). Only usable on enemies that have less than 20% health.  This uses Execute modifiers."
Rare,"Stormpierce","Requires  Backstab (Rank 1)  Teaches you: Stormpierce    Stormpierce 50 Energy Pierce the target, causing 100% weapon damage as Stormstrike plus 7 to the target. Must be behind the target. Requires a dagger in the main hand. Awards 1 combo point.  This uses Backstab modifiers."
Rare,"Stormreaver","Requires  Crusader Strike  Teaches you: Stormreaver    Stormreaver 4 sec cooldown 4 Mana An instant storm strike that causes 50% weapon damage as Stormstrike damage.    This uses Crusader Strike modifiers."
Rare,"Stormshred","Requires  Shred (Rank 1)  Teaches you: Stormshred    Stormshred 60 Energy Shred the target, causing 145% weapon damage plus 15 as Stormstrike damage to the target. Must be behind the target. Awards 1 combo point. Effects which increase bleed damage also increase Stormshred damage.    This uses Shred modifiers."
Rare,"Summon Void Zone","Teaches you: Summon Void Zone    Summon Void Zone 30 yd range 30 sec cooldown 12 Mana Summons a Void Zone at the target location, dealing 55 Shadow damage. Enemies within 4 yards take 25 to 29 damage every 2 sec and take 5% increased Shadow damage for 10 sec."
Rare,"Sunburst","Requires  Starsurge (Rank 1)  Teaches you: Sunburst    Sunburst 30 yd range 10 sec cooldown 5 Mana 1.5 sec cast Deals 84 Nature damage to the target and 4 enemies within 5 yards.    This uses Starsurge modifiers."
Rare,"Sunder Soul","Teaches you: Sunder Soul    Sunder Soul 3 Mana Sunders the target's soul, dealing 65% Shadowstrike weapon damage (52% if a two-handed weapon is equipped) plus 3 and increases your spell critical strike chance against the target by 3%. Stacks 5 times and lasts for 15 sec.    This uses Devastate modifiers.  This ability is usable while shapeshifted."
Rare,"Sunfire","Teaches you: Sunfire    Sunfire 30 yd range 10 sec cooldown 20 Mana Burns your target and 4 additional targets within 8 yards, dealing 9 to 12 Firestorm damage and 30 additional damage over 15 sec."
Rare,"Symbiotic Serendipity","Requires  Serendipity (Rank 3)  Direct Nature heals now trigger Serendipity.    Serendipity When you heal with Binding Heal or Flash Heal, cast Renew, or deal damage with Smite, the cast time and mana cost of your next Greater Heal or Prayer of Healing spell is reduced by 15%. Stacks up to 3 times. Lasts 20 sec."
Rare,"Synchronize","Requires  Arcane Missiles (Rank 1)  Teaches you: Synchronize    Synchronize 40 yd range 14 Mana Heals all nearby Aligned or Time-bound allies every second for 4 seconds. While channeling, time is stalled, freezing the duration of your active Aligned buffs.    Max 2 charges. 6 second recharge timer.    Casting Synchronize consumes 70 energy, if Temporal Distortion or Eternity is known.    This uses Arcane Missiles modifiers."
Rare,"Syndicate Sniper Shot","Teaches you: Syndicate Sniper Shot    Syndicate Sniper Shot 35 yd range 60 Energy 3 sec cast Fire a shot from Stealth, dealing 205% weapon damage plus 11. Awards 2 combo points."
Rare,"Tectonic Shockwave","Requires  Shockwave  This uses Shockwave modifiers.  Teaches you: Tectonic Shockwave    Tectonic Shockwave 10 yd range 16 sec cooldown 15 Rage Unleashes a wave of force in front of you, dealing 144 Physical damage and granting you Tectonic Echo for each enemy hit causing your next Earth Shock to hit 1 additional target. Stacks up to 6 times and lasts 20 sec."
Rare,"Tempest Shield Slam","Requires  Shield Slam (Rank 1)  Teaches you: Tempest Shield Slam    Tempest Shield Slam 6 sec cooldown 20 Rage Slam the target with your shield, causing 191 to 199 Stormstrike damage, modified by your shield block value, and dispels 1 magic effect on the target. Causes a high amount of threat.  This uses Shield Slam modifiers."
Rare,"Tempest Smash","Requires  Thunder Clap (Rank 1)  Teaches you: Tempest Smash    Tempest Smash 6 sec cooldown 20 Rage Blasts nearby enemies dealing 10 Stormstrike damage and increasing the time between their attacks by 10% for 10 sec. This ability causes additional threat.    This uses Thunder Clap modifiers."
Rare,"Templar's Slash","Teaches you: Templar's Slash    Templar's Slash 8 Mana 1.25 sec cast Launch a powerful swing, dealing 150% weapon damage to up to 6 enemies in a cone in front of you.    Max 3 charges, 8 seconds recharge timer."
Rare,"Temporal Blast","Requires  Arcane Blast (Rank 1)  Teaches you: Temporal Blast    Temporal Blast 30 yd range 6 Mana 2.5 sec cast Blasts your target with energy, dealing 143 Arcane damage.    If canceled early, your next Temporal Blast is reduced by the time spent casting.    Casting this increases all Arcane damage by 15% and its mana cost by 150%. Stacks up to 4 times and lasts 6 sec. Removed if you cast another Arcane ability that deals damage.    This uses Arcane Blast modifiers."
Rare,"Temporal Rift","Requires  Arcane Explosion (Rank 1)  Teaches you: Temporal Rift    Temporal Rift 17 Mana Create a temporal rift that explodes after 4 seconds, dealing 43 to 50 Arcane damage to enemies within 10 yards.     Max 3 charges. 10 seconds recharge timer.    This uses Arcane Explosion modifiers."
Rare,"Temporal Shield","Teaches you: Temporal Shield    Temporal Shield 1 min cooldown Envelops you in a temporal shield for 4 sec. If the shield lasts its full duration, 75% of the damage taken is instantly restored."
Rare,"Thief of Fate","Requires  Pick Pocket  Teaches you: Thief of Fate    Thief of Fate 8 sec cooldown Steals a beneficial magic effect from the target. Stolen effects last a maximum of 2 min.    Does not break stealth.    This uses Pick Pocket modifiers."
Rare,"Thrash (Bear)","Requires  Swipe (Bear) (Rank 1)  Teaches you: Thrash (Bear)    Thrash (Bear) 8 yd range 6 sec cooldown 20 Rage Deals 9 damage, and causes all targets within 8 yards to bleed for 2 damage over 10 sec sec, this bleed can stack up to 5 times.    This ability scales with modifiers to Swipe (Bear)."
Rare,"Throw Weapon","Teaches you: Throw Weapon    Throw Weapon 20 yd range 2 min cooldown Throws your weapon, inflicting 100% weapon damage and stunning the target for 1 second. Disarms you for 2 sec."
Rare,"Thrust","Requires  Sinister Strike (Rank 1)  Teaches you: Thrust    Thrust 45 Energy An instant strike that causes 3 damage in addition to 100% of your normal weapon damage. Awards 1 combo point and ignores 20% of the armor.    This uses Sinister Strike modifiers."
Rare,"Thunder Hide","Requires  Lightning Shield (Rank 1)  Teaches you: Thunder Hide    Thunder Hide The caster's fur becomes electrically charged, reducing damage taken from creatures by 5%.    When hit by a spell, melee, or ranged attack, the attacker is struck for 13 Nature damage. This consumes a charge of Thunder Hide and lasts 10 min.    This uses Lightning Shield modifiers. This effect can only occur once every 3 sec."
Rare,"Thunder Slam","Requires  Slam (Rank 1)  Teaches you: Thunder Slam    Thunder Slam 15 Rage 1.5 sec cast Slams up to 5 nearby opponents, causing 30% Nature weapon damage plus 17 Nature damage within a 10-yard frontal cone.     This uses Slam modifiers."
Rare,"Thundering Bloodstrike","Requires  Blood Strike (Rank 1)  Teaches you: Thundering Bloodstrike    Thundering Bloodstrike Instantly strike the enemy, causing 25% weapon damage as Stormstrike plus 8, total damage increased by 12.5% for each of your diseases on the target.  This uses Blood Strike modifiers."
Rare,"Thundering Riposte","Requires  Riposte  Teaches you: Thundering Riposte    Thundering Riposte 6 sec cooldown 10 Energy A strike that becomes active after parrying an opponent's attack. This attack deals 100% weapon damage as Stormstrike and slows their melee attack speed by 20% for 30 sec. Awards 1 combo point.  This uses Riposte modifiers."
Rare,"Thunderlizard Bite","Requires  Mongoose Bite (Rank 1)  Teaches you: Thunderlizard Bite    Thunderlizard Bite 5 sec cooldown 2 Mana Attack the enemy for 11 Stormstrike damage.    This uses Mongoose Bite modifiers."
Rare,"Thunderwave","Requires  Shockwave  Teaches you: Thunderwave    Thunderwave 20 sec cooldown 15 Rage Sends a wave of force in front of the caster, causing 4 Stormstrike damage (based on attack power) and stunning all enemy targets in a frontal cone for 4 sec.  This uses Shockwave modifiers."
Rare,"Time Bomb","Teaches you: Time Bomb    Time Bomb 30 yd range 2 min cooldown Applies a Time Bomb to the enemy that stores 50% of your Arcane damage dealt against the target and detonates it after 10 sec.    Dealing damage with Arcane Barrage decreases the cooldown by 8 seconds."
Rare,"Time Warp","Requires  Blink  Teaches you: Time Warp    Time Warp 40 yd range 3 sec cooldown Returns you to your active Temporal Anomaly.    While you know this spell casting Blink leaves behind a Temporal Anomaly."
Rare,"Time-bind","Requires  Renew (Rank 9)  Teaches you: Time-bind    Time-bind 40 yd range 6 sec cooldown 10 Mana Requires  Path of Healing  Creates a bond with Eternity with your ally. After 6 sec, it applies a periodic heal, restoring 30% of the damage taken during the bond. This effect is increased by healing power.    Casting Time-bind consumes 30 energy, if Temporal Distortion or Eternity is known.    Duration cannot be extended.    Only one target can be affected by Time-bind at a time.    This uses Renew modifiers."
Rare,"Titanic Mutilate","Requires  Mutilate (Rank 1)  Teaches you: Titanic Mutilate    Titanic Mutilate 50 Energy Instantly attacks with both weapons for 70% weapon damage. Damage is increased by 20% against bleeding targets. Awards 2 combo points.    This uses Mutilate modifiers."
Rare,"Titanic Strike","Teaches you: Titanic Strike    Titanic Strike 50 Energy Strike with both weapons, dealing weapon damage per combo point.     1 point  : 90% combined weapon damage     2 points: 120% combined weapon damage     3 points: 150% combined weapon damage     4 points: 180% combined weapon damage     5 points: 210% combined weapon damage"
Rare,"Touch of Elune","Teaches you: Touch of Elune    Touch of Elune 30 yd range 1 min cooldown 33 Mana Place the Touch of Elune on an enemy. For the next 10 sec, casting Wrath, Starfire and Starsurge spells to other targets also triggers them on the target marked by your Touch of Elune.    Increases the damage and critical strike chance of Wrath, Starfire and Starsurge by 15%."
Rare,"Trap Launcher: Explosive Trap","Requires  Explosive Trap (Rank 1) This uses Explosive Trap modifiers. Teaches you: Trap Launcher: Explosive Trap   Trap Launcher: Explosive Trap 30 yd range 30 sec cooldown 32 Mana Launches your Explosive Trap at the target location."
Rare,"Trap Launcher: Immolation Trap","Requires  Immolation Trap (Rank 1)  Teaches you: Trap Launcher: Immolation Trap    Trap Launcher: Immolation Trap 30 yd range 30 sec cooldown 14 Mana Launches your Immolation Trap at the target location."
Rare,"Tree of Wrath","Requires  Tree of Life (Shapeshift)  Teaches you: Tree of Wrath    Tree of Wrath 22 Mana Grants the ability to shapeshift into the Tree of Wrath, freeing you from all movement impairing effects.    While active, you increase your party and raid's healing received by 6%.    In this form, you can only cast healing spells, Lightning Bolt or Chain Lightning, and their chance to hit is increased by 100%.    Tree of Wrath reduces the mana cost of your Druid healing over time spells by 20%."
Rare,"Twilight Shock","Requires  Shadowburn (Rank 1)  Teaches you: Twilight Shock    Twilight Shock 30 yd range 12 sec cooldown 16 Mana Instantly blasts the target for 132 Twilight damage and causes the target to take 9 damage every 2 seconds for 6 sec.    This uses Shadowburn modifiers."
Rare,"Twisted Mind","Requires  Fel Armor (Rank 1)  Teaches you: Twisted Mind    Twisted Mind 1.5 sec cooldown 10 Mana Your mind becomes twisted, increasing your spell power by 1 and your hit chance by 3%, but reduces your healing and absorbs by 5%.    This cannot be used together with other bar-changing abilities such as Stances or Forms."
Rare,"Tyr's Deliverance","Teaches you: Tyr's Deliverance    Tyr's Deliverance 2 min cooldown 17 Mana 1.5 sec cast Releases the Light within yourself, healing 10 injured allies for 401 within 40 yards. Afterward, heals 3 allies for 161 every 1 sec for 15 sec."
Rare,"Umbral Shield Slam","Requires  Shield Slam (Rank 1)  Teaches you: Umbral Shield Slam    Umbral Shield Slam 6 sec cooldown 20 Rage Slam the target with your shield, causing 191 to 199 Shadowstrike damage, modified by your shield block value, and dispels 1 magic effect on the target. Causes a high amount of threat.  This uses Shield Slam modifiers."
Rare,"Umbral Smash","Requires  Thunder Clap (Rank 1)  Teaches you: Umbral Smash    Umbral Smash 6 sec cooldown 20 Rage Blasts nearby enemies dealing 10 Shadowstrike damage and increasing the time between their attacks by 10% for 10 sec. This ability causes additional threat.    This uses Thunder Clap modifiers."
Rare,"Unchained Blink","Requires  Blink  Teaches you: Unchained Blink    Unchained Blink 15 sec cooldown 17 Mana Teleports the caster 20 yards forward.    This ability can be used while casting, but not channeling, and does not trigger a global cooldown.    This uses Blink modifiers."
Rare,"Unrelenting Wrath","Requires  Bestial Wrath This uses Bestial Wrath modifiers. Teaches you: Unrelenting Wrath   Unrelenting Wrath 100 yd range 6 sec cooldown 8 Mana Send your Tamed Pet into a rage for 8 sec causing 30% additional damage, reducing its threat generated by 15%, and resetting the cooldown of your Frenzy Shot.    Max 2 charges. 2 minute recharge timer. Bestial Assault rapidly restores charges.    Tamed Pet includes Summoned Demon, Enslave Demon, Dominate Undead, Tame Dragonkin, Tether Elemental, Summoned Ghoul, and Tame Beast.    Will trigger a lesser version of Beast Within if any rank is known, you are not immune to crowd control effects during this."
Rare,"Unstable Evocation","Requires  Evocation  Teaches you: Unstable Evocation    Unstable Evocation 1 min cooldown While channeling, you are immune to interrupts, silences and stuns, and you gain 32% of your total mana over 4 sec. After completing Unstable Evocation, nearby enemies are blasted with 56 Arcane damage and knocked back.    This scales with Evocation modifiers."
Rare,"Upheaval","Requires  Lava Lash  Teaches you: Upheaval    Upheaval 15 yd range 6 sec cooldown 20 Rage You stomp the ground, causing a stone spike to erupt beneath your target, dealing 150% off-hand Weapon damage. Deals 125% increased damage if your off-hand weapon is imbued with Rockbiter Weapon.    This uses Lava Lash modifiers."
Rare,"Vampiric Bite","Requires  Vampiric Touch (Rank 1)  Teaches you: Vampiric Bite    Vampiric Bite 30 Rage Deals 66 Shadow damage every 3 seconds and increases your chance to critically strike the target by 3%. Lasts 15 sec.    This uses Vampiric Touch modifiers. This periodic damage can critically strike."
Rare,"Veil of Shadows","Requires  Curse of the Elements (Rank 1)  Teaches you: Veil of Shadows    Veil of Shadows 30 yd range 8 Mana 1.5 sec cast Veil the target with sinister shadow magic, dealing 37 Shadow damage every 2 seconds for 20 sec.    Reduces all magical resistances by 45 and increases magic damage taken by 6% and applies Corrupting Shadows.    Does not stack with other similar effects. This uses Curse of the Elements modifiers.    Corrupting Shadows Reduces healing received by 30% for 8 sec."
Rare,"Venom Belch","Teaches you: Venom Belch    Venom Belch 20 yd range 10 sec cooldown 4 Mana 1.5 sec cast Spawns a pool of vile poison at the target location that inflicts 3 Nature damage to nearby enemies every 1 second for 10 sec.    This ability is usable while shapeshifted."
Rare,"Venomous Fury","Teaches you: Venomous Fury    Venomous Fury 35 Energy Finishing move that deals Stormstrike damage per combo point and converts each extra point of energy (up to a maximum of 30 extra energy) into 0.7 additional damage:      1 point  : 13-16 damage      2 points: 21-24 damage      3 points: 30-33 damage      4 points: 38-41 damage      5 points: 47-50 damage    This uses Ferocious Bite modifiers."
Rare,"Void Lash","Requires  Lava Lash  Teaches you: Void Lash    Void Lash 6 sec cooldown 3 Mana You charge your off-hand weapon with elemental force, instantly dealing 100% off-hand Weapon damage as Shadowstrike damage.     Damage is increased by 25% if your off-hand weapon is enchanted with Windfury.    This uses Lava Lash modifiers."
Rare,"Void Multi-Shot","Requires  Multi-Shot (Rank 1)  Teaches you: Void Multi-Shot    Void Multi-Shot 35 yd range 10 sec cooldown 7 Mana Fires several missiles, hitting 3 targets for 65% weapon damage as Shadowstrike.  This uses Multi-Shot modifiers."
Rare,"Void Spree","Requires  Killing Spree  Teaches you: Void Spree    Void Spree 10 yd range 2 min cooldown Step through the shadows from enemy to enemy within 10 yards, attacking an enemy for 85% weapon damage as Shadowstrike every 0.5 sec with both weapons until 5 assaults are made. Can hit the same target multiple times. Cannot hit invisible or stealthed targets.  This uses Killing Spree modifiers."
Rare,"Void Strike","Requires  Sinister Strike (Rank 1)  Teaches you: Void Strike    Void Strike 45 Energy An instant shadow-infused strike that causes 3 Shadowstrike damage in addition to 65% of your normal weapon damage (55% if a two-handed weapon is equipped). Awards 1 combo point.    This uses Sinister Strike modifiers."
Rare,"Voidbound Cleave","Requires  Cleave (Rank 1)  Teaches you: Voidbound Cleave    Voidbound Cleave 20 Rage A sweeping attack that does your weapon damage plus 9 as Shadowstrike damage to the target and his nearest ally.    This uses Cleave modifiers."
Rare,"Voidbound Shot","Requires  Aimed Shot (Rank 1)  Teaches you: Voidbound Shot    Voidbound Shot 35 yd range 10 sec cooldown 6 Mana An aimed shot that deals 100% weapon damage plus 12 as Shadowstrike damage and reduces healing done to that target by 50%. Lasts 10 sec.   Does not stack with other similar effects.  This uses Aimed Shot modifiers."
Rare,"Voidchaser","Requires  Overpower  Teaches you: Voidchaser    Voidchaser 5 sec cooldown 5 Rage Instantly strike the enemy, causing 65% weapon damage as Shadowstrike damage. Only usable after the target dodges. Voidchaser cannot be blocked, dodged, or parried.    This uses Overpower modifiers."
Rare,"Voidwave","Requires  Shockwave  Teaches you: Voidwave    Voidwave 20 sec cooldown 15 Rage Sends a wave of force in front of the caster, causing 4 Shadowstrike damage (based on attack power) and stunning all enemy targets in a frontal cone for 4 sec.  This uses Shockwave modifiers."
Rare,"Volt Spike","Requires  Hemorrhage (Rank 1)  Teaches you: Volt Spike    Volt Spike 35 Energy An instant strike that deals 65% weapon damage as Stormstrike and applies Hemorrhage, increasing Physical damage taken by up to 9. Lasts 10 charges or 15 sec. Awards 1 combo point.  Deals 114% weapon damage as Stormstrike if a dagger is equipped and 55% if a two-hander is equipped.  This uses Hemorrhage modifiers."
Rare,"Volt Strike","Requires  Sinister Strike (Rank 1)  Teaches you: Volt Strike    Volt Strike 45 Energy An instant storm-infused strike that causes 3 Stormstrike damage in addition to 65% of your normal weapon damage (55% if a two-handed weapon is equipped). Awards 1 combo point.    This uses Sinister Strike modifiers."
Rare,"Voltaic Bite","Teaches you: Voltaic Bite    Voltaic Bite 8 sec cooldown 6 Mana Instantly bite the target for 150% weapon damage as Nature.    This uses Stormstrike modifiers."
Rare,"Warbreaker","Requires  Colossus Smash (Rank 1)  Teaches you: Warbreaker    Warbreaker 30 sec cooldown 15 Rage Stomp the ground, dealing 90% armor piercing weapon damage to nearby enemies and causing your attacks to pierce 30% of their armor for 10 sec.    This uses Colossus Smash modifiers."
Rare,"Warcry","Teaches you: Warcry    Warcry 2 min cooldown Increases your melee and ranged critical strike chance by 15% for 15 sec."
Rare,"Water Ascendance","Teaches you: Water Ascendance    Water Ascendance 2 min cooldown 5 Mana Transform into a being of raw elemental power for 15 sec, applying Riptide (if known) to 4 nearby allies.     While active, your Chain Heal is infused with healing waters and now jumps to twice as many allies.     You can cast Shaman Nature healing spells while moving but your movement speed is reduced by 40%."
Rare,"Water Nova","Requires  Frost Nova (Rank 1)  Teaches you: Water Nova    Water Nova 30 yd range 20 sec cooldown 5 Mana Deals 15 Frost damage to all enemies in the area.    This uses Frost Nova modifiers.  This ability is usable while shapeshifted."
Rare,"Wave of Despair","Requires  Seed of Corruption (Rank 1)  Teaches you: Wave of Despair    Wave of Despair 30 yd range 12 sec cooldown 26 Mana Unleash a shadowy onslaught, dealing 632 Shadow damage to 8 enemies.    This uses Seed of Corruption modifiers."
Rare,"Wendigo Bite","Requires  Mongoose Bite (Rank 1)  Teaches you: Wendigo Bite    Wendigo Bite 5 sec cooldown 2 Mana Attack the enemy for 11 Froststrike damage.    This uses Mongoose Bite modifiers."
Rare,"Whirling Aether","Requires  Whirlwind  Teaches you: Whirling Aether    Whirling Aether 10 sec cooldown 25 Rage In a whirlwind of steel you attack up to 4 enemies within 8 yards, causing 65% weapon damage as Spellstrike damage from both melee weapons to each enemy.    This uses Whirlwind modifiers."
